batch_row	source_csv	source_id	source_title	proposed_display_title	artist	album	duration	bpm	genre	url_present	batch_flags	triage_status	triage_reason
114	gpm_stl.csv	82107185	GROOVE IS IN THE HEART - COVER	GROOVE IS IN THE HEART - COVER	G Putnam Music	COVER	0:01:59	108.0	Reimagined COVER	YES		BATCH_CLEAN_PENDING_REVIEW	
115	gpm_stl.csv	82908355	RUN RUN RUN	RUN RUN RUN	G Putnam Music	SPORTS OF SORTS	0:02:33	102.0	Youth	YES		BATCH_CLEAN_PENDING_REVIEW	
116	gpm_stl.csv	83735625	IN THE BLEAK MID-WINTER	IN THE BLEAK MID-WINTER	Cindy Youngren	Christmas	0:03:41	62.0	Pop	YES		BATCH_CLEAN_PENDING_REVIEW	
117	gpm_stl.csv	84305871	HURRY UP N' WAIT	TRIAGE_LATER_NO_PUBLIC_TITLE_DECISION	Chris Krause	Change Me	0:02:58	151.0	Americana	YES	DUPLICATE_TITLE	TRIAGE_LATER	DUPLICATE_TITLE
118	gpm_stl.csv	84307977	ME N' MY GUITAR	TRIAGE_LATER_NO_PUBLIC_TITLE_DECISION	Kris Bradley	Cowboy Country	0:03:21	117.0	Cont Country	YES	DUPLICATE_TITLE	TRIAGE_LATER	DUPLICATE_TITLE
119	gpm_stl.csv	84322838	PAST TENNESSEE	TRIAGE_LATER_NO_PUBLIC_TITLE_DECISION	Simon Webb	Trad RICH n’ ALL	0:03:29	151.0	Country	YES	DUPLICATE_TITLE	TRIAGE_LATER	DUPLICATE_TITLE
120	gpm_stl.csv	84325799	TONIGHT	TONIGHT	G Putnam Music	- ROMANTIC, SEXY, ADORING	0:03:45	95.0	Indie Pop/Rock	YES		BATCH_CLEAN_PENDING_REVIEW	
121	gpm_stl.csv	84522273	COMIN' TRUE - INSTRO	COMIN' TRUE - INSTRO	G Putnam Music	Dance Steady	0:02:20	76.5	Indie Pop	YES	GLOBAL_INSTRO_STANDARD	GLOBAL_STANDARD_APPLIED	GLOBAL_INSTRO_STANDARD
122	gpm_stl.csv	84628320	BLINKIN' 'BOUT YOU	BLINKIN' 'BOUT YOU	G Putnam Music	Scherer Desire	0:01:01	130.0	Jazz	YES		BATCH_CLEAN_PENDING_REVIEW	
123	gpm_stl.csv	84628321	AM MISSING YOU - INSTRO	AM MISSING YOU - INSTRO	G Putnam Music	Film/TV	0:02:25	95.0	R&B, HipHop, Soul	YES	GLOBAL_INSTRO_STANDARD	GLOBAL_STANDARD_APPLIED	GLOBAL_INSTRO_STANDARD
124	gpm_stl.csv	84638659	I DO SWEAR - INSTRO	I DO SWEAR - INSTRO	G Putnam Music	Slight Light	0:03:07	95.0	Indie	YES	GLOBAL_INSTRO_STANDARD	GLOBAL_STANDARD_APPLIED	GLOBAL_INSTRO_STANDARD
125	gpm_stl.csv	84644555	IN THE END - INSTRO	IN THE END - INSTRO	G Putnam Music	Desperate & Dirty	0:02:13	88.0	Country, Folk	YES	GLOBAL_INSTRO_STANDARD	GLOBAL_STANDARD_APPLIED	GLOBAL_INSTRO_STANDARD
126	gpm_stl.csv	84884072	SEARCHIN' - INSTRO	SEARCHIN' - INSTRO	G Putnam Music	Remembering Forgetting	0:03:20	84.0	Rock Indie Folk	YES	GLOBAL_INSTRO_STANDARD	GLOBAL_STANDARD_APPLIED	GLOBAL_INSTRO_STANDARD
127	gpm_stl.csv	84884455	SPARK THE FLAME - INSTRO	SPARK THE FLAME - INSTRO	G Putnam Music	Sweet as Sexy	0:03:19	80.0	Country	YES	GLOBAL_INSTRO_STANDARD	GLOBAL_STANDARD_APPLIED	GLOBAL_INSTRO_STANDARD
128	gpm_stl.csv	84884606	SWIPE RIGHT - INSTRO	SWIPE RIGHT - INSTRO	G Putnam Music	Sweet as Sexy	0:02:44	85.0	Indie Pop	YES	GLOBAL_INSTRO_STANDARD	GLOBAL_STANDARD_APPLIED	GLOBAL_INSTRO_STANDARD
129	gpm_stl.csv	84885853	TIME KEEPS ON MOVIN - INSTRO	TIME KEEPS ON MOVIN - INSTRO	G Putnam Music	Slight Light	0:02:50	79.0	Indie	YES	GLOBAL_INSTRO_STANDARD	GLOBAL_STANDARD_APPLIED	GLOBAL_INSTRO_STANDARD
130	gpm_stl.csv	85598810	I LIKE TO LIKE - INSTRO	I LIKE TO LIKE - INSTRO	Michael Scherer	Scherer Delight	0:03:06	99.0	HipHop/BVGs	YES	GLOBAL_INSTRO_STANDARD	GLOBAL_STANDARD_APPLIED	GLOBAL_INSTRO_STANDARD
131	gpm_stl.csv	85638364	MISTY MIDNIGHT BLUE - SINGER SONGWRITER MIX	MISTY MIDNIGHT BLUE - SINGER SONGWRITER MIX	Natu Visinia	Growing Stronger	0:03:19	110.0	Singer-Songwriter	YES		BATCH_CLEAN_PENDING_REVIEW	
132	gpm_stl.csv	86475082	STAY IN MY WAY	STAY IN MY WAY	NATU Visinia	NATU Ought To	0:02:59	117.0	Cont Country	YES		BATCH_CLEAN_PENDING_REVIEW	
133	gpm_stl.csv	86744337	UH OH HERE WE GO	UH OH HERE WE GO	Erik W Nelson	Sports of Sorts	0:02:24	95.0	Rockabilly	YES		BATCH_CLEAN_PENDING_REVIEW	
134	gpm_stl.csv	87044144	COOL JAZZ JIVIN' - INSTRO	COOL JAZZ JIVIN' - INSTRO	Michael Scherer	Scherer Delight	0:02:23	112.0	Jazz	YES	GLOBAL_INSTRO_STANDARD	GLOBAL_STANDARD_APPLIED	GLOBAL_INSTRO_STANDARD
135	gpm_stl.csv	87044146	GROOVIN' SOUL - INSTRO	GROOVIN' SOUL - INSTRO	Michael Scherer	Scherer Delight	0:03:13	129.0	Jazz	YES	GLOBAL_INSTRO_STANDARD	GLOBAL_STANDARD_APPLIED	GLOBAL_INSTRO_STANDARD
136	gpm_stl.csv	87044152	STRUTTIN' SAM - Short - INSTRO	STRUTTIN' SAM - Short - INSTRO	Michael Scherer	He Has Jazz	0:00:32		Jazz	YES	GLOBAL_INSTRO_STANDARD	GLOBAL_STANDARD_APPLIED	GLOBAL_INSTRO_STANDARD
137	gpm_stl.csv	87044155	TAKIN' THE TIME - INSTRO	TAKIN' THE TIME - INSTRO	Michael Scherer	He Has Jazz	0:01:01	140.0	Jazz	YES	GLOBAL_INSTRO_STANDARD	GLOBAL_STANDARD_APPLIED	GLOBAL_INSTRO_STANDARD
138	gpm_stl.csv	87048508	WHERE ARE THE SMILES - INSTRO	WHERE ARE THE SMILES - INSTRO	Michael Scherer	He Has Jazz	0:02:42		Jazz	YES	GLOBAL_INSTRO_STANDARD	GLOBAL_STANDARD_APPLIED	GLOBAL_INSTRO_STANDARD
139	gpm_stl.csv	87364619	TRIPLE TREAT - INSTRO	TRIPLE TREAT - INSTRO	Michael Scherer	Scherer Desire	0:00:32	130.0	HipHop R&B	YES	GLOBAL_INSTRO_STANDARD	GLOBAL_STANDARD_APPLIED	GLOBAL_INSTRO_STANDARD
140	gpm_stl.csv	88276317	HEARTS ♥️ LIKE MINE - INSTRO Eminor	TRIAGE_LATER_NO_PUBLIC_TITLE_DECISION	G Putnam Music	Scherer Delight	0:03:15	140.0	Indie Pop	YES	GLOBAL_INSTRO_STANDARD;POSSIBLE_BPM_KEY_TITLE_CLUTTER	TRIAGE_LATER	POSSIBLE_BPM_KEY_TITLE_CLUTTER
141	gpm_stl.csv	88304258	DECK THE HALLS - Christmas COVER - Dark	DECK THE HALLS - Christmas COVER - Dark	Cindy Youngren	Christmas	0:03:38	158.0	Dark	YES		BATCH_CLEAN_PENDING_REVIEW	
142	gpm_stl.csv	88459348	MY EYES TELL IT ALL - INSTRO	MY EYES TELL IT ALL - INSTRO	G Putnam Music	Desperate & Dirty	0:04:52	82.0	Alt Blues	YES	GLOBAL_INSTRO_STANDARD	GLOBAL_STANDARD_APPLIED	GLOBAL_INSTRO_STANDARD
143	gpm_stl.csv	88735944	YOUR TOUCH - INSTRUMENTAL	YOUR TOUCH - INSTRO	G Putnam Music	Sweet as Sexy	0:02:50	108.0	Latin Flavor	YES	GLOBAL_INSTRO_STANDARD	GLOBAL_STANDARD_APPLIED	GLOBAL_INSTRO_STANDARD
144	gpm_stl.csv	88820597	SOMETIMES - INSTRO	SOMETIMES - INSTRO	G Putnam Music	Desperate & Dirty	0:03:30	92.0	Rock, Country	YES	GLOBAL_INSTRO_STANDARD	GLOBAL_STANDARD_APPLIED	GLOBAL_INSTRO_STANDARD
145	gpm_stl.csv	88839181	CAN'T STOP MY EYES - TRAILER	CAN'T STOP MY EYES - TRAILER	G Putnam Music	Synth Nymph	0:02:15	78.0	Rock	YES		BATCH_CLEAN_PENDING_REVIEW	
146	gpm_stl.csv	89000077	UH OH HERE WE GO - INSTRO	UH OH HERE WE GO - INSTRO	G Putnam Music	Sports of Sorts	0:02:24	95.0	Alt Rock	YES	GLOBAL_INSTRO_STANDARD	GLOBAL_STANDARD_APPLIED	GLOBAL_INSTRO_STANDARD
147	gpm_stl.csv	89051849	THE FOUNDATION - DEMOCRACY	THE FOUNDATION - DEMOCRACY	Elliot Sedgwick	The Struggle	0:03:38	112.0	Americana	YES		BATCH_CLEAN_PENDING_REVIEW	
148	gpm_stl.csv	89073169	NO! WON'T DO IT AGAIN  - INSTRO	NO! WON'T DO IT AGAIN - INSTRO	G Putnam Music	Synth Nymph	0:02:36	80.0	Upbeat Dark	YES	GLOBAL_INSTRO_STANDARD	GLOBAL_STANDARD_APPLIED	GLOBAL_INSTRO_STANDARD
149	gpm_stl.csv	89083504	TIME'S PRESENT -  INSTRO	TIME'S PRESENT - INSTRO	G Putnam Music	Bustin’ Out	0:02:41	124.0	Indie Pop	YES	GLOBAL_INSTRO_STANDARD	GLOBAL_STANDARD_APPLIED	GLOBAL_INSTRO_STANDARD
150	gpm_stl.csv	89145838	RIGHT HERE SOMEHOW - INSTRO	RIGHT HERE SOMEHOW - INSTRO	G Putnam Music	CLUBBIN'	0:02:18	130.0	Reimagined	YES	GLOBAL_INSTRO_STANDARD	GLOBAL_STANDARD_APPLIED	GLOBAL_INSTRO_STANDARD
151	gpm_stl.csv	89280768	PILLS OR PAIN - INSTRO	PILLS OR PAIN - INSTRO	G Putnam Music	Desperate & Dirty	0:03:42	69.0	Rodeo	YES	GLOBAL_INSTRO_STANDARD	GLOBAL_STANDARD_APPLIED	GLOBAL_INSTRO_STANDARD
152	gpm_stl.csv	89439950	ASK ME TO DANCE	ASK ME TO DANCE	G Putnam Music	Dance Steady	0:02:43	130.0	Indie Pop	YES		BATCH_CLEAN_PENDING_REVIEW	
153	gpm_stl.csv	89654189	HEARTS 💕  LIKE MINE	HEARTS 💕  LIKE MINE	Michael Schere	Coming Through	0:03:10	140.0	R&B Pop Electric	YES		BATCH_CLEAN_PENDING_REVIEW	
154	gpm_stl.csv	89784762	LA BUENA VIDA - INSTRO	LA BUENA VIDA - INSTRO	Michael Scherer	Scherer Desire	0:03:33	126.0	Jazz, BGVS	YES	GLOBAL_INSTRO_STANDARD	GLOBAL_STANDARD_APPLIED	GLOBAL_INSTRO_STANDARD
155	gpm_stl.csv	89784763	ALL NIGHT LONG - INSTRO	ALL NIGHT LONG - INSTRO	G Putnam Music	Scherer Desire	0:04:36	74.0	Jazz, Instrumental	YES	GLOBAL_INSTRO_STANDARD	GLOBAL_STANDARD_APPLIED	GLOBAL_INSTRO_STANDARD
156	gpm_stl.csv	89784764	CRUISIN' LITE - INSTRO	CRUISIN' LITE - INSTRO	G Putnam Music	He Has Jazz	0:03:59	100.0	Jazz, Instrumental	YES	GLOBAL_INSTRO_STANDARD	GLOBAL_STANDARD_APPLIED	GLOBAL_INSTRO_STANDARD
157	gpm_stl.csv	89784778	WALK IN THE PARK	WALK IN THE PARK	Michael Scherer	He Has Jazz	0:02:24	198.0	Jazz, Instrumental	YES		BATCH_CLEAN_PENDING_REVIEW	
158	gpm_stl.csv	89784779	THAT'S THE LIFE - INSTRO	THAT'S THE LIFE - INSTRO	Michael Scherer	Scherer Desire	0:04:15	131.0	Folk, Indie, Pop, Punk, Rock	YES	GLOBAL_INSTRO_STANDARD	GLOBAL_STANDARD_APPLIED	GLOBAL_INSTRO_STANDARD
159	gpm_stl.csv	90227828	SALT OF THE EARTH	SALT OF THE EARTH	Lu	The Struggle	0:05:23	95.0	Folk	YES		BATCH_CLEAN_PENDING_REVIEW	
160	gpm_stl.csv	90866202	RUN RUN RUN - INSTRO	RUN RUN RUN - INSTRO	G Putnam Music	BUSTING OUT	0:02:33	102.0	ROCK	YES	GLOBAL_INSTRO_STANDARD	GLOBAL_STANDARD_APPLIED	GLOBAL_INSTRO_STANDARD
161	gpm_stl.csv	91880347	ASK ME TO DANCE - INSTRO	ASK ME TO DANCE - INSTRO	G Putnam Music	Film/TV	0:02:43	130.0	Indie Pop	YES	GLOBAL_INSTRO_STANDARD	GLOBAL_STANDARD_APPLIED	GLOBAL_INSTRO_STANDARD
162	gpm_stl.csv	91923415	YOUR TIME	YOUR TIME	Brandon Howard	- FAMILY, TIME, TRUST	0:04:02	85.0	Folk	YES		BATCH_CLEAN_PENDING_REVIEW	
163	gpm_stl.csv	91923430	BLUE JEANS N' BEER 2009	BLUE JEANS N' BEER 2009	G Putnam Music	Bar Rock	0:03:09	117.0	Americana	YES		BATCH_CLEAN_PENDING_REVIEW	
164	gpm_stl.csv	92181388	BEIN' WITHOUT YOU	BEIN' WITHOUT YOU	G Putnam Music	Crawlin' NOT Fallin'	0:02:51	143.0	Indie Pop	YES		BATCH_CLEAN_PENDING_REVIEW	
165	gpm_stl.csv	92295626	MOVIN' ALONG - INSTRO	MOVIN' ALONG - INSTRO	G Putnam Music	Slight Light	0:03:55		Folk Rock - Fiddle	YES	GLOBAL_INSTRO_STANDARD	GLOBAL_STANDARD_APPLIED	GLOBAL_INSTRO_STANDARD
166	gpm_stl.csv	92578600	BEIN' WITHOUT YOU - INSTRO	BEIN' WITHOUT YOU - INSTRO	G Putnam Music	Desperate & Dirty	0:02:51	72.0	Indie Pop	YES	GLOBAL_INSTRO_STANDARD	GLOBAL_STANDARD_APPLIED	GLOBAL_INSTRO_STANDARD
167	gpm_stl.csv	92582460	HOPE YOU KNOW	HOPE YOU KNOW	Chris Krause	Cowboy Country	0:03:31	151.0	Rodeo/Cowboy	YES		BATCH_CLEAN_PENDING_REVIEW	
168	gpm_stl.csv	94642662	BOUNCE ALONG - INSTRO	BOUNCE ALONG - INSTRO	G Putnam Music	Scherer Delight	0:02:33	115.0	Pop Funk	YES	GLOBAL_INSTRO_STANDARD	GLOBAL_STANDARD_APPLIED	GLOBAL_INSTRO_STANDARD
169	gpm_stl.csv	94642663	FAST LANES - INSTRO	FAST LANES - INSTRO	Michael Scherer	Dance Steady	0:02:04	120.0	Pop Dance	YES	GLOBAL_INSTRO_STANDARD	GLOBAL_STANDARD_APPLIED	GLOBAL_INSTRO_STANDARD
170	gpm_stl.csv	96021185	HAZY CRAZY	TRIAGE_LATER_NO_PUBLIC_TITLE_DECISION	G Putnam Music	Coming Through	0:02:43	134.0	Singer/Songwriter	YES	DUPLICATE_TITLE	TRIAGE_LATER	DUPLICATE_TITLE
171	gpm_stl.csv	96302148	SUNSHINE IN THE MEADOW	SUNSHINE IN THE MEADOW	Michael Scherer	Scherer Delight	0:03:28	58.0	Jazz	YES		BATCH_CLEAN_PENDING_REVIEW	
172	gpm_stl.csv	96302338	REFLECTION - INSTRO	REFLECTION - INSTRO	Michael Scherer	Scherer Delight	0:06:24	58.0	Jazz	YES	GLOBAL_INSTRO_STANDARD	GLOBAL_STANDARD_APPLIED	GLOBAL_INSTRO_STANDARD
173	gpm_stl.csv	99145042	HAZY CRAZY - INSTRO	HAZY CRAZY - INSTRO	G Putnam Music	Coming Up!	0:02:43	134.0	Singer/Songwriter	YES	GLOBAL_INSTRO_STANDARD	GLOBAL_STANDARD_APPLIED	GLOBAL_INSTRO_STANDARD
174	gpm_stl.csv	99479227	MY EYES TELL IT ALL	TRIAGE_LATER_NO_PUBLIC_TITLE_DECISION	Sandy Sugar Smith	Turnin' Blue	0:04:50	161.0	Alt Blues	YES	DUPLICATE_TITLE	TRIAGE_LATER	DUPLICATE_TITLE
175	gpm_stl.csv	99482985	NO ONE'S HARD TO HOLD ONTO - Female	TRIAGE_LATER_NO_PUBLIC_TITLE_DECISION	Amy Howard	Dealin’ Feelin'	0:03:42	149.0	Folk	YES	POSSIBLE_VERSION_OR_SOURCE_NOTE	TRIAGE_LATER	POSSIBLE_VERSION_OR_SOURCE_NOTE
176	gpm_stl.csv	99484833	RIDIN' CLOUD 10 - INSTRO	RIDIN' CLOUD 10 - INSTRO	G Putnam Music	Crashin’ NOT Fallin'	0:02:58	81.0	Pop, Country	YES	GLOBAL_INSTRO_STANDARD	GLOBAL_STANDARD_APPLIED	GLOBAL_INSTRO_STANDARD
177	gpm_stl.csv	99642523	CAN'T TAKE MY EYES ON U - INSTRO	CAN'T TAKE MY EYES ON U - INSTRO	G Putnam Music	Synth Nymph	0:02:15	78.0	Trailer, FILM, CINEMA	YES	GLOBAL_INSTRO_STANDARD	GLOBAL_STANDARD_APPLIED	GLOBAL_INSTRO_STANDARD
178	gpm_stl.csv	99642604	Take Me to the Lake-INST	Take Me to the Lake-INST	G Putnam Music	Instrumental	0:03:20	136.0	Americana	YES		BATCH_CLEAN_PENDING_REVIEW	
179	gpm_stl.csv	99647011	LIVIN' IN A CRAZY BIG WAY	LIVIN' IN A CRAZY BIG WAY	Andre Brown	Sexy Swagger	0:02:55	123.0	Folk, Rock	YES		BATCH_CLEAN_PENDING_REVIEW	
180	gpm_stl.csv	99647322	OH SO CASUALLY - INSTRO	OH SO CASUALLY - INSTRO	G Putnam Music	Desperate & Dirty	0:03:22	91.0	Pop, Rock	YES	GLOBAL_INSTRO_STANDARD	GLOBAL_STANDARD_APPLIED	GLOBAL_INSTRO_STANDARD
181	gpm_stl.csv	99647441	OH SO CASUALLY (STRIPPED)	OH SO CASUALLY (STRIPPED)	Rachel Scharnette	Subtly Simple	0:03:22	91.0	Pop, Rock	YES		BATCH_CLEAN_PENDING_REVIEW	
182	gpm_stl.csv	99647594	TIMES LIKE THESE	TIMES LIKE THESE	Scotty Alexander	Festive	0:02:48	101.0	MOD COUNTRY	YES		BATCH_CLEAN_PENDING_REVIEW	
183	gpm_stl.csv	99647598	TODAY WANTS TO BE A GOOD ONE	TODAY WANTS TO BE A GOOD ONE	Simon Webb	Dance Steady	0:03:23	135.0	Americana	YES		BATCH_CLEAN_PENDING_REVIEW	
184	gpm_stl.csv	99647936	WHISP'RIN' IN THE WIND - INSTRO	WHISP'RIN' IN THE WIND - INSTRO	G Putnam Music	Clubbin'	0:04:52		Blues	YES	GLOBAL_INSTRO_STANDARD	GLOBAL_STANDARD_APPLIED	GLOBAL_INSTRO_STANDARD
185	gpm_stl.csv	99648680	HOW 'BOUT ANOTHER DANCE	HOW 'BOUT ANOTHER DANCE	NATU Visinia	Sexy Swagger	0:03:04	87.0	Mod Country	YES		BATCH_CLEAN_PENDING_REVIEW	
186	gpm_stl.csv	99700326	GO AS YOU WERE - INSTRO	GO AS YOU WERE - INSTRO	G Putnam Music	Synth Nymph	0:03:01	75.0	Reimagined	YES	GLOBAL_INSTRO_STANDARD	GLOBAL_STANDARD_APPLIED	GLOBAL_INSTRO_STANDARD
187	gpm_stl.csv	99723606	I JUST WANT SOMEONE - INSTRO	I JUST WANT SOMEONE - INSTRO	G Putnam Music	Remembering Forgetting	0:03:37	85.0	Soul, Rock, Pop	YES	GLOBAL_INSTRO_STANDARD	GLOBAL_STANDARD_APPLIED	GLOBAL_INSTRO_STANDARD
188	gpm_stl.csv	99725286	PAST TENNESSEE - INSTRO	PAST TENNESSEE - INSTRO	G Putnam Music	Downhome	0:03:29	151.0	Country	YES	GLOBAL_INSTRO_STANDARD	GLOBAL_STANDARD_APPLIED	GLOBAL_INSTRO_STANDARD
189	gpm_stl.csv	99805456	HAVE TO - INSTRO	HAVE TO - INSTRO	G Putnam Music	Slight Light	0:03:35	94.0	Banjo	YES	GLOBAL_INSTRO_STANDARD	GLOBAL_STANDARD_APPLIED	GLOBAL_INSTRO_STANDARD
190	gpm_stl.csv	100391228	EVEN IF I TRIED - F	EVEN IF I TRIED - F	Rhonda Lester	Coming Through	0:02:54	76.0	Indie, FOLK, Country	YES		BATCH_CLEAN_PENDING_REVIEW	
191	gpm_stl.csv	102327167	CHRISTMAS STAR - MOD	CHRISTMAS STAR - MOD	Zach Jackson	Christmas	0:02:14	145.0	Christmas	YES		BATCH_CLEAN_PENDING_REVIEW	
192	gpm_stl.csv	102342935	Easy Living - INSTRO	Easy Living - INSTRO	G Putnam Music	Scherer Desire	0:04:05	130.0	Christmas	YES	GLOBAL_INSTRO_STANDARD	GLOBAL_STANDARD_APPLIED	GLOBAL_INSTRO_STANDARD
193	gpm_stl.csv	102536428	GOIN’ OFF THE DEEP END - TV MIX INSTRO	GOIN’ OFF THE DEEP END - TV MIX - INSTRO	G Putnam Music	Caught Off Guard	0:03:09	140.0	Acoustic Rock	YES	GLOBAL_INSTRO_STANDARD	GLOBAL_STANDARD_APPLIED	GLOBAL_INSTRO_STANDARD
194	gpm_stl.csv	103274220	BORN WHO YOU ARE	BORN WHO YOU ARE	Mick Fury	COWBOY Country	0:03:20		Cowboy Country	YES		BATCH_CLEAN_PENDING_REVIEW	
195	gpm_stl.csv	103312297	OPEN ROAD - INSTRO	OPEN ROAD - INSTRO	G Putnam Music	Crashin’ NOT Fallin'	0:03:23	117.0	Pop, Rock, BVGs	YES	GLOBAL_INSTRO_STANDARD	GLOBAL_STANDARD_APPLIED	GLOBAL_INSTRO_STANDARD
196	gpm_stl.csv	103333194	OFF-SIDES - INSTRO ONLY	OFF-SIDES - INSTRO ONLY - INSTRO	G Putnam Music	Sports of Sorts	0:02:08		Rock	YES	GLOBAL_INSTRO_STANDARD	GLOBAL_STANDARD_APPLIED	GLOBAL_INSTRO_STANDARD
197	gpm_stl.csv	103551014	DARK CLOUD - 5 - 50s AM Radio-Like	DARK CLOUD - 5 - 50s AM Radio-Like	G Putnam Music	Trad RICH n’ All	0:02:35	70.0	Alt Country	YES		BATCH_CLEAN_PENDING_REVIEW	
198	gpm_stl.csv	103575096	I JUST WANT SOMEONE	I JUST WANT SOMEONE	Elle Christine	Elle’s Bells	0:03:42	85.0	Soul, Rock, Pop	YES		BATCH_CLEAN_PENDING_REVIEW	
199	gpm_stl.csv	103578063	BABY WE'RE THROUGH	BABY WE'RE THROUGH	Mick Fury	Cowboy Country	0:02:59	112.0	Cowboy Country	YES		BATCH_CLEAN_PENDING_REVIEW	
200	gpm_stl.csv	104026631	PARTY LIKE PIRATES	PARTY LIKE PIRATES	Mick Fury	Sexy Swagger	0:03:24	82.0	American/Caribbean, ndie Acoustic	YES		BATCH_CLEAN_PENDING_REVIEW	
201	gpm_stl.csv	104069113	DARK CLOUD 1 - Piano	DARK CLOUD 1 - Piano	Katie Beste	Sassy Sweet	0:03:17	70.0	Alt Country	YES		BATCH_CLEAN_PENDING_REVIEW	
202	gpm_stl.csv	104266968	Hang On - INSTRO	Hang On - INSTRO	G Putnam Music	Film	0:03:23	98.0	AHs	YES	GLOBAL_INSTRO_STANDARD	GLOBAL_STANDARD_APPLIED	GLOBAL_INSTRO_STANDARD
203	gpm_stl.csv	104282855	THIS TIME IT'S LOVE	THIS TIME IT'S LOVE	Zach Jackson	Clearly	0:04:17	95.0	Indie	YES		BATCH_CLEAN_PENDING_REVIEW	
204	gpm_stl.csv	104283183	YOURS N' MINE	YOURS N' MINE	Zach Linley	Cowboy Country	0:03:29	117.0	Cont Country	YES		BATCH_CLEAN_PENDING_REVIEW	
205	gpm_stl.csv	104548959	I LIVE FREE - INSTRO	TRIAGE_LATER_NO_PUBLIC_TITLE_DECISION	G Putnam Music	Coming Through	0:02:31	130.0	Pop	YES	DUPLICATE_TITLE;GLOBAL_INSTRO_STANDARD	TRIAGE_LATER	DUPLICATE_TITLE
206	gpm_stl.csv	104835505	TRICKS OR TREATS	TRICKS OR TREATS	G Putnam Music	HALLOWEEN	0:00:30	126.0	Halloween	YES		BATCH_CLEAN_PENDING_REVIEW	
207	gpm_stl.csv	104846325	EMPTY OF HATE	EMPTY OF HATE	Zach Jackson	Countin’ On Countin’ On	0:03:43	124.0	Pop	YES		BATCH_CLEAN_PENDING_REVIEW	
208	gpm_stl.csv	105131577	NEW ORLEANS PIANO TRIO 1	NEW ORLEANS PIANO TRIO 1	Michael Scherer	He Has Jazz	0:01:14	100.0	Instrumental - New Orleans	YES		BATCH_CLEAN_PENDING_REVIEW	
209	gpm_stl.csv	105132267	NEW ORLEANS PIANO TRIO 2	NEW ORLEANS PIANO TRIO 2	Michael Scherer	He Has Jazz	0:01:13	125.0	Instrumental - New Orleans	YES		BATCH_CLEAN_PENDING_REVIEW	
210	gpm_stl.csv	105132415	NEW ORLEANS PIANO TRIO 3	NEW ORLEANS PIANO TRIO 3	Michael Scherer	He Has Jazz	0:00:54	125.0	Instrumental - New Orleans	YES		BATCH_CLEAN_PENDING_REVIEW	
211	gpm_stl.csv	105229515	PUT DOWN THE PHONE	PUT DOWN THE PHONE	G Putnam Music	Ukranian	0:03:06	95.0	Alt Country	YES		BATCH_CLEAN_PENDING_REVIEW	
212	gpm_stl.csv	105229977	THAT EMPTY CHAIR	THAT EMPTY CHAIR	Lloyd G Miller	Cowboy’s Country	0:04:19	75.0	Cont Country	YES		BATCH_CLEAN_PENDING_REVIEW	
213	gpm_stl.csv	105521350	THAT EMPTY CHAIR - INSTRO	THAT EMPTY CHAIR - INSTRO	G Putnam Music	Slight Light	0:03:34	75.0	Cont Country	YES	GLOBAL_INSTRO_STANDARD	GLOBAL_STANDARD_APPLIED	GLOBAL_INSTRO_STANDARD
214	gpm_stl.csv	105529524	A LOVE LIKE THAT	A LOVE LIKE THAT	Lloyd G Miller	Lloyd's Void	0:03:16	107.0	Singer/Songwriter-Indie-Folk	YES		BATCH_CLEAN_PENDING_REVIEW	
215	gpm_stl.csv	105564272	SOFTEN YOUR EYES - JAZZ TRIO	SOFTEN YOUR EYES - JAZZ TRIO	Michael Scherer	He Has Jazz	0:01:24	100.0	Jazz	YES		BATCH_CLEAN_PENDING_REVIEW	
216	gpm_stl.csv	105850701	THAT EMPTY CHAIR - RADIO EDIT	THAT EMPTY CHAIR - RADIO EDIT	G Putnam Music	Slight Light	0:03:34	75.0	Cont Country	YES		BATCH_CLEAN_PENDING_REVIEW	
217	gpm_stl.csv	105852568	THE NEW SUNSET	THE NEW SUNSET	Lloyd G Miller	Cowboy Country	0:03:50	107.0	Country	YES		BATCH_CLEAN_PENDING_REVIEW	
218	gpm_stl.csv	106146929	ODE TO THE ELVES	ODE TO THE ELVES	KLEIGH	Chrstmas	0:02:30	143.0	Christmas	YES		BATCH_CLEAN_PENDING_REVIEW	
219	gpm_stl.csv	106166739	GET LUCKY TONIGHT	GET LUCKY TONIGHT	NATU Visinia	Sexy Swagger	0:03:01	116.0	Indie, Country	YES		BATCH_CLEAN_PENDING_REVIEW	
220	gpm_stl.csv	106755533	I AM A FIGHTER	I AM A FIGHTER	Olivia Joy	Sexy Swagger	0:03:47	120.0	Electronic, Indie Pop	YES		BATCH_CLEAN_PENDING_REVIEW	
221	gpm_stl.csv	106756243	LOOK AT ME	LOOK AT ME	Simon Webb	Clearly	0:03:41			YES		BATCH_CLEAN_PENDING_REVIEW	
222	gpm_stl.csv	106757197	SNIPPET	SNIPPET	G Putnam Music	Snippet	0:00:20	82.0	Youth, Halloween	YES		BATCH_CLEAN_PENDING_REVIEW	
223	gpm_stl.csv	106875238	THE ONLY FOREVER	TRIAGE_LATER_NO_PUBLIC_TITLE_DECISION	Lloyd G Miller	Lloyd’s Void	0:04:06	75.0	Country	YES	DUPLICATE_TITLE	TRIAGE_LATER	DUPLICATE_TITLE
